CompoundName,MolecularFormula,ExactMass,MonoMass,SMILES,kingdom,superklass,klass,subklass
Agavasaponin C,C45H72O19,916.4667801,916.4667801,CC1C2C(CC3C4CCC5CC(CCC5(C)C4CC(=O)C23C)OC2OC(CO)C(OC3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)C(O)C2O)OC11CCC(C)CO1,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides
Chinenoside V,C45H72O19,916.4667801,916.4667801,CC(COC1OC(CO)C(O)C(O)C1O)CC(CO)C1=C(C)C2C(CC3C4CC(=O)C5CC(CCC5(C)C4CCC23C)OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)O1,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides
Gynosaponin I,C47H80O17,916.5395511,916.5395511,CC(C)=CCCC(C)(OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC21C,NULL,NULL,NULL,NULL
Notoginsenoside Fe,C47H80O17,916.5395511,916.5395511,CC(C)=CCCC(C)(OC1OC(COC2OC(CO)C(O)C2O)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC21C,NULL,NULL,NULL,NULL
Protopanaxadiol 3-glucoside 20-[arabinosyl-(1->2)-glucoside],C47H80O17,916.5395511,916.5395511,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1OC1OCC(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC21C,NULL,NULL,NULL,NULL
Vinaginsenoside R16,C47H80O17,916.5395511,916.5395511,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OCC(O)C(O)C4O)C(C)(C)C3CCC21C,NULL,NULL,NULL,NULL
Vinaginsenoside R17,C47H80O17,916.5395511,916.5395511,CC(C)=CCCC(C)(OC1OCC(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC21C,NULL,NULL,NULL,NULL
1-16:0-2-18:2-digalactosyldiacylglycerol,C49H88O15,916.6123221,916.6123221,CCCCCCCCCCCCCCCC(=O)OCC(COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)OC(=O)CCCCCCCC=CCC=CCCCCC,NULL,NULL,NULL,NULL
1-18:2-2-16:0-digalactosyldiacylglycerol,C49H88O15,916.6123221,916.6123221,CCCCCCCCCCCCCCCC(=O)OC(COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)COC(=O)CCCCCCCC=CCC=CCCCCC,NULL,NULL,NULL,NULL
TG(16:0/18:0/22:1(13Z)),C59H112O6,916.8458913,916.8458913,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(16:0/18:1(11Z)/22:0),C59H112O6,916.8458913,916.8458913,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC,NULL,NULL,NULL,NULL
TG(16:0/18:1(9Z)/22:0),C59H112O6,916.8458913,916.8458913,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,NULL,NULL,NULL,NULL
TG(16:0/20:0/20:1(11Z))[iso6],C59H112O6,916.8458913,916.8458913,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(16:0/20:0/20:1(13Z)),C59H112O6,916.8458913,916.8458913,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(16:0/20:1(11Z)/20:0),C59H112O6,916.8458913,916.8458913,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCC,NULL,NULL,NULL,NULL
TG(16:0/20:1(13Z)/20:0),C59H112O6,916.8458913,916.8458913,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCC,NULL,NULL,NULL,NULL
TG(16:0/22:0/18:1(11Z)),C59H112O6,916.8458913,916.8458913,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(16:0/22:0/18:1(9Z)),C59H112O6,916.8458913,916.8458913,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(16:0/22:1(13Z)/18:0),C59H112O6,916.8458913,916.8458913,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCCCC,NULL,NULL,NULL,NULL
TG(18:0/16:0/22:1(13Z)),C59H112O6,916.8458913,916.8458913,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:0/18:0/20:1(11Z))[iso3],C59H112O6,916.8458913,916.8458913,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:0/18:0/20:1(13Z)),C59H112O6,916.8458913,916.8458913,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:0/18:1(11Z)/20:0),C59H112O6,916.8458913,916.8458913,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC,NULL,NULL,NULL,NULL
TG(18:0/18:1(9Z)/20:0)[iso6],C59H112O6,916.8458913,916.8458913,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:0/20:0/18:1(11Z)),C59H112O6,916.8458913,916.8458913,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:0/20:0/18:1(9Z)),C59H112O6,916.8458913,916.8458913,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:0/20:1(11Z)/18:0),C59H112O6,916.8458913,916.8458913,[H]C(COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCC,NULL,NULL,NULL,NULL
TG(18:0/20:1(13Z)/18:0),C59H112O6,916.8458913,916.8458913,[H]C(COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCC,NULL,NULL,NULL,NULL
TG(18:0/22:1(13Z)/16:0),C59H112O6,916.8458913,916.8458913,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCCCC,NULL,NULL,NULL,NULL
TG(18:1(11Z)/16:0/22:0),C59H112O6,916.8458913,916.8458913,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:1(11Z)/18:0/20:0),C59H112O6,916.8458913,916.8458913,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:1(11Z)/20:0/18:0),C59H112O6,916.8458913,916.8458913,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:1(11Z)/22:0/16:0),C59H112O6,916.8458913,916.8458913,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:1(9Z)/16:0/22:0),C59H112O6,916.8458913,916.8458913,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:1(9Z)/18:0/20:0),C59H112O6,916.8458913,916.8458913,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:1(9Z)/20:0/18:0),C59H112O6,916.8458913,916.8458913,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:1(9Z)/22:0/16:0),C59H112O6,916.8458913,916.8458913,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(20:0/16:0/20:1(11Z)),C59H112O6,916.8458913,916.8458913,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(20:0/16:0/20:1(13Z)),C59H112O6,916.8458913,916.8458913,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(20:0/18:0/18:1(11Z)),C59H112O6,916.8458913,916.8458913,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(20:0/18:0/18:1(9Z)),C59H112O6,916.8458913,916.8458913,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(20:0/18:1(11Z)/18:0),C59H112O6,916.8458913,916.8458913,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC,NULL,NULL,NULL,NULL
TG(20:0/18:1(9Z)/18:0),C59H112O6,916.8458913,916.8458913,CCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,NULL,NULL,NULL,NULL
TG(20:0/20:1(11Z)/16:0),C59H112O6,916.8458913,916.8458913,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCC,NULL,NULL,NULL,NULL
TG(20:0/20:1(13Z)/16:0),C59H112O6,916.8458913,916.8458913,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCC,NULL,NULL,NULL,NULL
TG(20:1(11Z)/16:0/20:0),C59H112O6,916.8458913,916.8458913,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(20:1(11Z)/18:0/18:0),C59H112O6,916.8458913,916.8458913,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(20:1(11Z)/20:0/16:0),C59H112O6,916.8458913,916.8458913,CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCCC\C=C/CCCCCCCC,NULL,NULL,NULL,NULL
TG(20:1(13Z)/16:0/20:0),C59H112O6,916.8458913,916.8458913,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(20:1(13Z)/18:0/18:0),C59H112O6,916.8458913,916.8458913,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(20:1(13Z)/20:0/16:0),C59H112O6,916.8458913,916.8458913,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(22:0/16:0/18:1(11Z)),C59H112O6,916.8458913,916.8458913,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(22:0/16:0/18:1(9Z)),C59H112O6,916.8458913,916.8458913,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(22:0/18:1(11Z)/16:0),C59H112O6,916.8458913,916.8458913,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC,NULL,NULL,NULL,NULL
TG(22:0/18:1(9Z)/16:0),C59H112O6,916.8458913,916.8458913,CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,NULL,NULL,NULL,NULL
TG(22:1(13Z)/16:0/18:0),C59H112O6,916.8458913,916.8458913,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(22:1(13Z)/18:0/16:0),C59H112O6,916.8458913,916.8458913,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
alpha-Amyrin tetratriacontanoate,C64H116O2,916.897533,916.897533,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC1CCC2(C)C(CCC3(C)C2CC=C2C4C(C)C(C)CCC4(C)CCC32C)C1(C)C,NULL,NULL,NULL,NULL
trans-�2- cis-�4-decadienoyl-CoA,C31H50N7O17P3S,917.2196753,913.1905695,[H]\C(CCCCC)=C(/[H])\C(\[H])=C(/[H])C(=O)SCCN=C([O-])CCN=C([O-])[C@]([H])(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP([O-])([O-])=O,NULL,NULL,NULL,NULL
Cyanidin 3-O-[b-D-Xylopyranosyl-(1->2)-[(4-hydroxy-3-methoxycinnamoyl)-(->6)-b-D-glucopyranosyl-(1->6)]-b-D-galactopyranoside],C42H46O23,918.2429877,919.2508128,COC1=CC(\C=C\C(=O)OCC2OC(OCC3OC(OC4=CC5=C(O)C=C(O)C=C5[O+]=C4C4=CC=C(O)C(O)=C4)C(OC4OCC(O)C(O)C4O)C(O)C3O)C(O)C(O)C2O)=CC=C1O,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides
Cyanidin 3-(6''-p-coumarylsophoroside) 5-glucoside,C42H46O23,918.2429877,919.2508128,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](COC(=O)\C=C\C3=CC=C(O)C=C3)O[C@@H]2OC2=C([O+]=C3C=C(O)C=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C3=C2)C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,NULL,NULL,NULL,NULL
Cyanidin 3-O-[4-Hydroxy-E-cinnamoyl-(->6)-b-D-glucopyranosyl-(1->2)-b-D-glucopyranoside] 5-glucoside,C42H46O23,918.2429877,919.2508128,OCC1OC(OC2=CC(O)=CC3=[O+]C(=C(OC4OC(CO)C(O)C(O)C4OC4OC(COC(=O)\C=C\C5=CC=C(O)C=C5)C(O)C(O)C4O)C=C23)C2=CC(O)=C(O)C=C2)C(O)C(O)C1O,NULL,NULL,NULL,NULL
Delphinidin 3-[6-(4-(Z)-p-coumarylrhamnosyl)glucoside] 5-glucoside,C42H46O23,918.2429877,919.2508128,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=CC4=C(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C=C(O)C=C4[O+]=C3C3=CC(O)=C(O)C(O)=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1OC(=O)\C=C/C1=CC=C(O)C=C1,NULL,NULL,NULL,NULL
Delphinidin 3-[6''-(4'''-p-coumaroylrhamnosyl)glucoside] 5-glucoside,C42H46O23,918.2429877,919.2508128,CC1OC(OCC2OC(OC3=CC4=C(OC5OC(CO)C(O)C(O)C5O)C=C(O)C=C4[O+]=C3C3=CC(O)=C(O)C(O)=C3)C(O)C(O)C2O)C(O)C(OC(=O)\C=C\C2=CC=C(O)C=C2)C1O,NULL,NULL,NULL,NULL
Kaempferol 3-(2-p-coumaroylsophoroside) 7-glucoside,C42H46O23,918.2429877,918.2429878,OCC1OC(OC2C(O)C(O)C(CO)OC2OC2=C(OC3=CC(OC4OC(CO)C(O)C(O)C4O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)C(OC(=O)\C=C\C2=CC=C(O)C=C2)C(O)C1O,NULL,NULL,NULL,NULL
Pelargonidin 3-O-[b-D-Glucopyranosyl-(1->2)-[3-4-dihydroxycinnamoyl-(->6)]-b-D-glucopyranoside] 5-O-b-D-glucopyranoside,C42H46O23,918.2429877,919.2508128,OCC1OC(OC2C(O)C(O)C(COC(=O)\C=C\C3=CC(O)=C(O)C=C3)OC2OC2=CC3=C(OC4OC(CO)C(O)C(O)C4O)C=C(O)C=C3[O+]=C2C2=CC=C(O)C=C2)C(O)C(O)C1O,NULL,NULL,NULL,NULL
Quercetin 3-(6-[4-glucosyl-p-coumaryl]glucosyl)(1->2)-rhamnoside,C42H46O23,918.2429877,918.2429878,CC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)C(OC2OC(COC(=O)\C=C\C3=CC=C(OC4OC(CO)C(O)C(O)C4O)C=C3)C(O)C(O)C2O)C(O)C1O,NULL,NULL,NULL,NULL
Quercetin 3-(6'''-p-coumarylglucosyl)(1->2)-rhamnoside 7-glucoside,C42H46O23,918.2429877,918.2429878,CC1OC(OC2=C(OC3=CC(OC4OC(CO)C(O)C(O)C4O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)C(OC2OC(COC(=O)\C=C\C3=CC=C(O)C=C3)C(O)C(O)C2O)C(O)C1O,NULL,NULL,NULL,NULL
Kaempferol 3-sophorotrioside 7-rhamnoside,C39H50O25,918.2641171,918.2641172,CC1OC(OC2=CC(O)=C3C(=O)C(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)=C(OC3=C2)C2=CC=C(O)C=C2)C(O)C(O)C1O,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides
Hyperin 2''-[glucosyl-(1->3)-rhamnoside] 6''-rhamnoside,C39H50O25,918.2641171,918.2641172,CC1OC(OCC2OC(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)C(OC3OC(C)C(O)C(OC4OC(CO)C(O)C(O)C4O)C3O)C(O)C2O)C(O)C(O)C1O,NULL,NULL,NULL,NULL
Kaempferol 3-triglucoside 7-rhamnoside,C39H50O25,918.2641171,918.2641172,C[C@@H]1O[C@@H](OC2=CC3=C(C(O)=C2)C(=O)C(O[C@@H]2O[C@H](CO[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]2O)=C(O3)C2=CC=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,NULL,NULL,NULL,NULL
28-Galloylglucosylpomolate 3-arabinoside,C48H70O17,918.4613008,918.4613008,CC1CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1(C)O)C(=O)OC1OC(COC(=O)C2=CC(O)=C(O)C(O)=C2)C(O)C(O)C1O,NULL,NULL,NULL,NULL
Gitogenin 3-[glucosyl-(1->2)-glucosyl-(1->4)-galactoside],C45H74O19,918.4824302,918.4824302,CC1C2C(CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(O)CC5(C)C4CCC23C)OC11CCC(C)CO1,NULL,NULL,NULL,NULL
Melongoside O,C45H74O19,918.4824302,918.4824302,CC(CCC1(O)OC2CC3C4CC=C5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O)COC1OC(CO)C(O)C(O)C1O,NULL,NULL,NULL,NULL
1-18:1-2-16:0-digalactosyldiacylglycerol,C49H90O15,918.6279722,918.6279722,CCCCCCCCCCCCCCCC(=O)OC(COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)COC(=O)CCCCCCCC=CCCCCCCCC,NULL,NULL,NULL,NULL
TG(16:0/18:0/22:0),C59H114O6,918.8615414,918.8615414,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(16:0/22:0/18:0),C59H114O6,918.8615414,918.8615414,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:0/16:0/22:0),C59H114O6,918.8615414,918.8615414,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:0/20:0/18:0),C59H114O6,918.8615414,918.8615414,[H]C(COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(18:0/22:0/16:0),C59H114O6,918.8615414,918.8615414,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(20:0/16:0/20:0),C59H114O6,918.8615414,918.8615414,[H]C(COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(20:0/18:0/18:0),C59H114O6,918.8615414,918.8615414,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(20:0/20:0/16:0),C59H114O6,918.8615414,918.8615414,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(22:0/16:0/18:0),C59H114O6,918.8615414,918.8615414,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
TG(22:0/18:0/16:0),C59H114O6,918.8615414,918.8615414,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
trans-�2-decenoyl-CoA,C31H52N7O17P3S,919.2353254,915.2062196,[H]\C(CCCCCCC)=C(\[H])C(=O)SCCN=C([O-])CCN=C([O-])[C@]([H])(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP([O-])([O-])=O,NULL,NULL,NULL,NULL
2-O-Galloyl-(4S-6S)-gallagoyl-D-glucose,C41H28O25,920.0919664,920.0919664,O[C@@H]1O[C@@H]2COC(=O)C3=CC(O)=C(O)C(O)=C3C3=C(O)C(O)=C4OCC5=C(C(O)=C(O)C6=C5C4=C3C(=O)O6)C3=C(O)C(O)=C(O)C=C3C(=O)O[C@H]2[C@H](O)[C@H]1OC(=O)C1=CC(O)=C(O)C(O)=C1,NULL,NULL,NULL,NULL
Cassiaside B2,C39H52O25,920.2797672,920.2797672,COC1=CC(OC2OC(COC3OC(CO)C(O)C(OC4OC(COC5OC(CO)C(O)C(O)C5O)C(O)C(O)C4O)C3O)C(O)C(O)C2O)=C2C(O)=C3C(=O)C=C(C)OC3=CC2=C1,NULL,NULL,NULL,NULL
